rank,handle_instagram,name_instagram,followers,audience_country,engagement_auth,engagement_avg,category_1,category_2
872,dorra_zarrouk,DORRA درة.,15900000.0,Egypt,118200.0,158800.0,Cinema & Actors/actresses,Fashion
873,keyshiakaoir,Keyshia Ka'oir Davis,7800000.0,United States,182600.0,327300.0,Fitness & Gym,
874,bmw,BMW,33700000.0,Iran,57200.0,74700.0,Cars & Motorbikes,
875,cnn,CNN,18200000.0,United States,101100.0,139500.0,Shows,Literature & Journalism
876,guaynaa,Guaynaa 🧿,6200000.0,Mexico,264600.0,408100.0,,
877,jscmila,Jessica Mila Agnesia,22200000.0,Indonesia,84600.0,112400.0,Beauty,Modeling
878,sophiedee,Sophie Dee,12400000.0,United States,153100.0,203800.0,Adult content,
879,jessica.syj,Jessica Jung,10800000.0,Indonesia,189500.0,232400.0,Modeling,Beauty
880,kh1000le,CHENLE ZHONG,1900000.0,,0.0,1300000.0,,
881,felicyangelista_,Felicya Angelista,21700000.0,Indonesia,83300.0,114700.0,Family,
882,aycaaysinturan,Ayça Ayşin Turan,6000000.0,Turkey,317900.0,424100.0,Cinema & Actors/actresses,
883,mirandacosgrove,Miranda Cosgrove,9800000.0,Brazil,163700.0,255700.0,Cinema & Actors/actresses,Lifestyle
884,kareenakapoorkhan,Kareena Kapoor Khan,9600000.0,India,210400.0,262800.0,Family,Cinema & Actors/actresses
885,samsmith,Sam Smith,14600000.0,United States,115300.0,168900.0,Fashion,
886,jaydacheaves,JAYDA,7700000.0,United States,110200.0,326600.0,Clothing & Outfits,
887,ms.sethii,Shilpa Sethi,6500000.0,United States,255900.0,387200.0,Modeling,
888,realhinakhan,HK,17300000.0,India,115100.0,141700.0,Cinema & Actors/actresses,
889,_irishbella_,Irish Bella,21300000.0,Indonesia,92300.0,114500.0,Cinema & Actors/actresses,
890,thiagosilva,Thiago Silva,19800000.0,Brazil,73200.0,123300.0,Sports with a ball,
891,watanabenaomi703,渡辺直美　Naomi watanabe,9900000.0,Japan,235200.0,250500.0,Cinema & Actors/actresses,Humor & Fun & Happiness
892,fifaworldcup,FIFA World Cup,29100000.0,India,55700.0,84100.0,Sports with a ball,
893,allusnehareddy,Allu Sneha Reddy,8400000.0,India,254100.0,294600.0,Travel,
894,twentyonepilots,twenty one pilots,8500000.0,United States,229100.0,291300.0,,
895,soyneiva,Neiva Mara,11900000.0,Brazil,153700.0,206400.0,Adult content,
896,yuzi_chahal23,Yuzvendra Chahal,8100000.0,India,249600.0,304000.0,Lifestyle,Sports with a ball
897,kyliecosmetics,Kylie Cosmetics,26000000.0,United States,65099.99999999999,93700.0,Beauty,Shopping & Retail
898,theamitbhadana,Amit Bhadana ( अमित भड़ाना ),8500000.0,India,239100.0,294800.0,Shows,
899,ridwankamil,Ridwan Kamil,19000000.0,Indonesia,85100.0,130000.0,Literature & Journalism,Business & Careers
900,arashi_5_official,ARASHI,4400000.0,Japan,554200.0,580200.0,,
901,bumkeyk,SHINee KEY,9300000.0,Indonesia,221700.0,266000.0,,
902,dearra,De'arra Taylor,6300000.0,United States,158600.0,395600.0,,
903,ansufati,Ansu Fati,9000000.0,Spain,180200.0,273300.0,Sports with a ball,Winter sports
904,haniaheheofficial,Hania Aamir 哈尼亚·阿米尔,6000000.0,Pakistan,360400.0,413200.0,Beauty,Lifestyle
905,baifernbah,baifernbah,11200000.0,Indonesia,171100.0,216800.0,Lifestyle,
906,raisa6690,,33200000.000000004,Indonesia,46800.0,73000.0,,
907,jacksepticeye,Jacksepticeye,7900000.0,United States,268200.0,311500.0,Computers & Gadgets,Machinery & Technologies
908,karolsevillaofc,KAROL SEVILLA,15100000.0,Brazil,127100.0,160700.0,Cinema & Actors/actresses,
909,nidhhiagerwal,Nidhhi Agerwal 🌟,25400000.0,India,79200.0,94700.0,Cinema & Actors/actresses,Modeling
910,riyadmahrez26.7,RM26,9200000.0,Algeria,206500.0,266000.0,Sports with a ball,
911,nadin_serovski,Nadin Serovski,9400000.0,Russia,189300.0,259300.0,Family,Lifestyle
912,jasonderulo,Jason Derulo,10400000.0,United States,162100.0,232100.0,,
913,veradijkmans,Vera Dijkmans,5500000.0,United States,316900.0,445400.0,Adult content,
914,nashgrier,Nash Grier,12600000.0,United States,106300.0,189900.0,Lifestyle,Modeling
915,fadiljaidi,Fadil Jaidi,7900000.0,Indonesia,204200.0,306900.0,Lifestyle,
916,farhaddddddd,Farhad Majidi,3600000.0,Iran,475400.0,786500.0,Sports with a ball,
917,landonorris,Lando Norris,5700000.0,Italy,334300.0,421200.0,Racing Sports,Cars & Motorbikes
918,sabinahidalgo,Sabina Hidalgo,4800000.0,Brazil,427100.0,512500.0,Lifestyle,
919,sofia9__official,SOFIA ANSARI,9100000.0,India,193100.0,268800.0,Lifestyle,Cinema & Actors/actresses
920,canyaman,Can Yaman,10000000.0,Italy,197900.0,246200.0,Cinema & Actors/actresses,Modeling
921,kashikakapoor09,Kashika Kapoor,9600000.0,Indonesia,236100.0,254500.0,Beauty,Lifestyle
922,ykaaar,Damiano David/Måneskin,5200000.0,Italy,336700.0,462000.0,Cinema & Actors/actresses,
923,jimena.jimenezr,Jimena,5900000.0,Mexico,281500.0,406500.0,,
924,gongyoo_official,공유 gongyoo official,3600000.0,Indonesia,531800.0,668000.0,Lifestyle,
925,lilpump,Lil Pump,15000000.0,United States,100600.0,157500.0,,
926,reynmen,reyn,7100000.0,Turkey,264800.0,337400.0,Cinema & Actors/actresses,
927,soycintiacossio,Cintia Cossio,5700000.0,Colombia,335300.0,418700.0,Modeling,Adult content
928,pefabiodemelo,Fábio de Melo,25700000.0,Brazil,61000.0,92200.0,Lifestyle,
929,urassayas,Urassaya Sperbund,11900000.0,Thailand,160100.0,194900.0,Cinema & Actors/actresses,Modeling
930,ashleygraham,A S H L E Y  G R A H A M,19000000.0,United States,92700.0,122600.0,Modeling,
931,_chaechae_1,김채원 (CHAEWON),2800000.0,South Korea,696800.0,838200.0,Lifestyle,
932,maxverstappen1,Max Verstappen,9100000.0,United States,195900.0,257600.00000000003,Racing Sports,
933,antony00,Antony Santos,4000000.0,Brazil,322400.0,595700.0,Sports with a ball,
934,gun_atthaphan,ATp,5600000.0,Indonesia,349300.0,418100.0,Lifestyle,
935,sinavaliollah,Sina Valiollah,7300000.0,Iran,256200.0,323200.0,Shows,
936,moneybaggyo,Certified Speaker,8400000.0,United States,119000.0,283900.0,Lifestyle,
937,hannahelzahed,Hannah El-Zahed,18100000.0,Egypt,103900.0,128500.0,Cinema & Actors/actresses,
938,hasnaink07,Hasnain khan,13100000.0,India,143300.0,179300.0,,
939,cobratate,Emory Andrew Tate III,4700000.0,Romania,311000.0,506800.0,Lifestyle,Racing Sports
940,burnaboygram,Burna Boy,11400000.0,Nigeria,110600.0,203100.0,,
941,eunbining0904,박은빈,2900000.0,South Korea,690100.0,814700.0,,
942,fortnite,Fortnite,25700000.0,United States,76300.0,90200.0,Computers & Gadgets,
943,armaanmalik,ARMAAN MALIK 🧿,13200000.0,India,151600.0,175600.0,,
944,julienco_,! Julian,6400000.0,Germany,294100.0,362300.0,Lifestyle,Family
945,_hakkencoser_,Hakken 八犬,3700000.0,United States,511800.0,625400.0,Photography,Modeling
946,juliabarretto,Julia,11200000.0,Philippines,159300.0,203700.0,Cinema & Actors/actresses,Lifestyle
947,bugatti,BUGATTI,16700000.0,United States,100800.0,136400.0,Cars & Motorbikes,Luxury
948,joerogan,Joe Rogan,15600000.0,United States,105500.0,147200.0,Humor & Fun & Happiness,Cinema & Actors/actresses
949,mccabelinho,LITTLE HAIR,5400000.0,Brazil,218900.0,431900.0,Lifestyle,
950,strangehuman,nova,4300000.0,United States,0.0,540100.0,Lifestyle,
951,tontawan,ตู / t u 🌻(•ө•)ෆ⃛,3800000.0,Thailand,459100.0,603800.0,Beauty,Lifestyle
952,danielricciardo,Daniel Ricciardo,7300000.0,United States,238300.0,309400.0,Racing Sports,
953,ginaindelicada,Gina Indelicada,11300000.0,Brazil,97300.0,199400.0,Humor & Fun & Happiness,
954,tovinothomas,Tovino⚡️Thomas,7000000.0,India,179100.0,321700.0,Cinema & Actors/actresses,
955,timatiofficial,13,18500000.0,Russia,91500.0,121400.0,Fitness & Gym,Lifestyle
956,jayshetty,Jay Shetty,11600000.0,United States,152500.0,192600.0,Literature & Journalism,Trainers & Coaches
957,camilacoelho,CAMILA COELHO,9900000.0,Brazil,107000.0,228800.0,Shows,
958,becaa_barreto,Rebeca 🌙,9900000.0,Brazil,119800.0,228600.0,Lifestyle,
959,prideofgypsies,Jason Momoa,17100000.0,United States,101300.0,130000.0,Cinema & Actors/actresses,
960,raffinagita1717,Raffi Ahmad and Nagita Slavina,64000000.0,Indonesia,23800.0,34800.0,Shows,
961,artmodel.one,Юлечка💖Digital Art,7200000.0,India,241600.0,313500.0,,
962,brycehall,Bryce Hall,7200000.0,United States,242100.0,311000.0,,
963,silambarasantrofficial,Silambarasan TR,10200000.0,India,169600.0,216600.0,Shows,Lifestyle
964,bowerjamie,ᴊᴀᴍɪᴇ ᴄᴀᴍᴘʙᴇʟʟ ʙᴏᴡᴇʀ,5500000.0,Italy,302600.0,403400.0,Cinema & Actors/actresses,
965,jordialbaoficial,Jordi Alba,14600000.0,Spain,103900.0,150200.0,Sports with a ball,
966,violets.tv,Violet Summers,13800000.0,Italy,118000.0,162200.0,Adult content,
967,nameisnani,Nani,5300000.0,India,387200.0,418000.0,Humor & Fun & Happiness,Cinema & Actors/actresses
968,tommyinnit,TommyInnit,3500000.0,France,567800.0,640400.0,Shows,Cinema & Actors/actresses
969,porsche,Porsche,26800000.0,United States,63500.0,81200.0,Cars & Motorbikes,
970,lynaritaa,Lyna Perez,9000000.0,United States,186700.0,246700.0,Lifestyle,
971,tarasutaria,TARA💫,8100000.0,India,215700.0,271700.0,Cinema & Actors/actresses,
972,thibautcourtois,Thibaut Courtois,11000000.0,Spain,135200.0,196300.0,Sports with a ball,
973,rubyrose,Ruby Rose,20100000.0,United States,82000.0,108300.0,Modeling,
974,joesthetics,Jo Lindner,7600000.0,India,190000.0,289600.0,Fitness & Gym,
975,brfootball,Bleacher Report Football,12600000.0,United States,105700.0,170900.0,Sports with a ball,
976,kaka,Kaká,18800000.0,Brazil,70200.0,114700.0,Sports with a ball,
977,therealjosephmorgan,Joseph Morgan,8000000.0,Brazil,219800.0,275100.0,Cinema & Actors/actresses,Lifestyle
978,marioruiz,Mario Ruiz,6200000.0,Mexico,224100.0,349700.0,Lifestyle,
979,laurenjauregui,Lauren Jauregui,10800000.0,United States,135900.0,200700.0,,
980,tejasswiprakash,Tejasswi Prakash,6300000.0,India,304400.0,376700.0,Fashion,Beauty
981,shahinsamadpoor,Shahin Samad poor شاهین صمدپور,4700000.0,Iran,360500.0,475900.0,Literature & Journalism,Cinema & Actors/actresses
982,michelle_lewin,Michelle Lewin,15100000.0,United States,101600.0,143400.0,Fitness & Gym,
983,mb459,Mario Balotelli Barwuah 🇮🇹🇬🇭⚽️,10500000.0,Turkey,140700.0,206000.0,Sports with a ball,
984,bighit_exhibition,2022 BTS EXHIBITION : Proof,5600000.0,Indonesia,310300.0,384600.0,,
985,mario_houses,Mario Casas,7000000.0,Spain,210100.0,311000.0,Modeling,Cinema & Actors/actresses
986,valeyellow46,Valentino Rossi,14100000.0,Indonesia,115600.0,151000.0,Racing Sports,
987,jeremyrenner,Jeremy Renner,17900000.0,United States,99800.0,119300.0,Shows,Cinema & Actors/actresses
988,leeyoum262,이유미,7500000.0,South Korea,235500.0,288500.0,Lifestyle,
989,choquei,CHOQUEI,17500000.0,Brazil,39800.0,124100.0,Literature & Journalism,
990,lalioficial,LALI❤️‍🔥,11000000.0,Argentina,136000.0,194600.0,,
991,naisaalifiayuriza,Naisa Alifia Yuriza,9900000.0,Indonesia,194900.0,218300.0,Lifestyle,
992,francety,Francia James,11400000.0,India,144800.0,190000.0,Adult content,
993,aidanrgallagher,Aidan R Gallagher,7700000.0,Mexico,233200.0,280600.0,,
994,leosantana,O GIGANTE,17900000.0,Brazil,63700.0,119500.0,,
995,dhanashree9,Dhanashree Verma,5200000.0,India,326900.0,411300.0,Shows,
996,jadethirlwall,jade amelia thirlwall,9400000.0,United States,174200.0,228100.0,,
997,ninja,User Not Found,12900000.0,United States,127800.0,163900.0,Computers & Gadgets,Machinery & Technologies
998,myriamfares,Myriam Fares,20600000.0,Iraq,75800.0,102400.0,,
999,optimushwang,황민현,4200000.0,South Korea,426000.0,508000.0,Lifestyle,
1000,syifahadjureal,Syifa Hadju,15500000.0,Indonesia,110200.0,136100.0,Modeling,
951,tontawan,ตู / t u 🌻(•ө•)ෆ⃛,3800000.0,Thailand,459100.0,603800.0,Beauty,Lifestyle
952,danielricciardo,Daniel Ricciardo,7300000.0,United States,238300.0,309400.0,Racing Sports,
953,ginaindelicada,Gina Indelicada,11300000.0,Brazil,97300.0,199400.0,Humor & Fun & Happiness,
954,tovinothomas,Tovino⚡️Thomas,7000000.0,India,179100.0,321700.0,Cinema & Actors/actresses,
955,timatiofficial,13,18500000.0,Russia,91500.0,121400.0,Fitness & Gym,Lifestyle
956,jayshetty,Jay Shetty,11600000.0,United States,152500.0,192600.0,Literature & Journalism,Trainers & Coaches
957,camilacoelho,CAMILA COELHO,9900000.0,Brazil,107000.0,228800.0,Shows,
958,becaa_barreto,Rebeca 🌙,9900000.0,Brazil,119800.0,228600.0,Lifestyle,
959,prideofgypsies,Jason Momoa,17100000.0,United States,101300.0,130000.0,Cinema & Actors/actresses,
960,raffinagita1717,Raffi Ahmad and Nagita Slavina,64000000.0,Indonesia,23800.0,34800.0,Shows,
961,artmodel.one,Юлечка💖Digital Art,7200000.0,India,241600.0,313500.0,,
962,brycehall,Bryce Hall,7200000.0,United States,242100.0,311000.0,,
963,silambarasantrofficial,Silambarasan TR,10200000.0,India,169600.0,216600.0,Shows,Lifestyle
964,bowerjamie,ᴊᴀᴍɪᴇ ᴄᴀᴍᴘʙᴇʟʟ ʙᴏᴡᴇʀ,5500000.0,Italy,302600.0,403400.0,Cinema & Actors/actresses,
965,jordialbaoficial,Jordi Alba,14600000.0,Spain,103900.0,150200.0,Sports with a ball,
966,violets.tv,Violet Summers,13800000.0,Italy,118000.0,162200.0,Adult content,
967,nameisnani,Nani,5300000.0,India,387200.0,418000.0,Humor & Fun & Happiness,Cinema & Actors/actresses
968,tommyinnit,TommyInnit,3500000.0,France,567800.0,640400.0,Shows,Cinema & Actors/actresses
969,porsche,Porsche,26800000.0,United States,63500.0,81200.0,Cars & Motorbikes,
970,lynaritaa,Lyna Perez,9000000.0,United States,186700.0,246700.0,Lifestyle,
971,tarasutaria,TARA💫,8100000.0,India,215700.0,271700.0,Cinema & Actors/actresses,
972,thibautcourtois,Thibaut Courtois,11000000.0,Spain,135200.0,196300.0,Sports with a ball,
973,rubyrose,Ruby Rose,20100000.0,United States,82000.0,108300.0,Modeling,
974,joesthetics,Jo Lindner,7600000.0,India,190000.0,289600.0,Fitness & Gym,
975,brfootball,Bleacher Report Football,12600000.0,United States,105700.0,170900.0,Sports with a ball,
976,kaka,Kaká,18800000.0,Brazil,70200.0,114700.0,Sports with a ball,
977,therealjosephmorgan,Joseph Morgan,8000000.0,Brazil,219800.0,275100.0,Cinema & Actors/actresses,Lifestyle
978,marioruiz,Mario Ruiz,6200000.0,Mexico,224100.0,349700.0,Lifestyle,
979,laurenjauregui,Lauren Jauregui,10800000.0,United States,135900.0,200700.0,,
980,tejasswiprakash,Tejasswi Prakash,6300000.0,India,304400.0,376700.0,Fashion,Beauty
981,shahinsamadpoor,Shahin Samad poor شاهین صمدپور,4700000.0,Iran,360500.0,475900.0,Literature & Journalism,Cinema & Actors/actresses
982,michelle_lewin,Michelle Lewin,15100000.0,United States,101600.0,143400.0,Fitness & Gym,
983,mb459,Mario Balotelli Barwuah 🇮🇹🇬🇭⚽️,10500000.0,Turkey,140700.0,206000.0,Sports with a ball,
984,bighit_exhibition,2022 BTS EXHIBITION : Proof,5600000.0,Indonesia,310300.0,384600.0,,
985,mario_houses,Mario Casas,7000000.0,Spain,210100.0,311000.0,Modeling,Cinema & Actors/actresses
986,valeyellow46,Valentino Rossi,14100000.0,Indonesia,115600.0,151000.0,Racing Sports,
987,jeremyrenner,Jeremy Renner,17900000.0,United States,99800.0,119300.0,Shows,Cinema & Actors/actresses
988,leeyoum262,이유미,7500000.0,South Korea,235500.0,288500.0,Lifestyle,
989,choquei,CHOQUEI,17500000.0,Brazil,39800.0,124100.0,Literature & Journalism,
990,lalioficial,LALI❤️‍🔥,11000000.0,Argentina,136000.0,194600.0,,
991,naisaalifiayuriza,Naisa Alifia Yuriza,9900000.0,Indonesia,194900.0,218300.0,Lifestyle,
992,francety,Francia James,11400000.0,India,144800.0,190000.0,Adult content,
993,aidanrgallagher,Aidan R Gallagher,7700000.0,Mexico,233200.0,280600.0,,
994,leosantana,O GIGANTE,17900000.0,Brazil,63700.0,119500.0,,
995,dhanashree9,Dhanashree Verma,5200000.0,India,326900.0,411300.0,Shows,
996,jadethirlwall,jade amelia thirlwall,9400000.0,United States,174200.0,228100.0,,
997,ninja,User Not Found,12900000.0,United States,127800.0,163900.0,Computers & Gadgets,Machinery & Technologies
998,myriamfares,Myriam Fares,20600000.0,Iraq,75800.0,102400.0,,
999,optimushwang,황민현,4200000.0,South Korea,426000.0,508000.0,Lifestyle,
1000,syifahadjureal,Syifa Hadju,15500000.0,Indonesia,110200.0,136100.0,Modeling,
