handle_youtube,name_youtube,category_1,followers,audience_country,views_avg,likes_avg,comments_avg,category_1_unified,category_2_unified,category_primary,if_exist
redbull,Red Bull,Sports,10500000,United States,292500,5200.0,246.0,Sports,,Sports,1
LA DIVAZA,LA DIVAZA,,10500000,Mexico,0,,,,,,0
CJENMMUSIC,Stone Music Entertainment,Music & Dance,10500000,United States,8400,719.0,34.0,Music,,Music,1
telugufilmnagar,Telugu Filmnagar,,10500000,India,4500,71.0,2.0,,,,0
brancoala,Brancoala,Toys,10500000,Brazil,398200,8200.0,202.0,,,,0
Kids smile TV,Kids smile TV,,10500000,,227500,1400.0,,,,,0
soicon295,Magnet World,,10500000,United States,12600,423.0,5.0,,,,0
Sidhu Moose Wala,Sidhu Moose Wala,Music & Dance,10400000,India,3900000,336000.0,59000.0,Music,,Music,1
AlArabiya,AlArabiya العربية,News & Politics,10400000,Morocco,6300,92.0,22.0,Info/Business,,Info/Business,1
Troom Troom Arabic,Troom Troom Arabic,,10300000,Egypt,558900,9100.0,184.0,,,,0
MeKcanal,Matheus e Kauan,Music & Dance,10300000,Brazil,6200,663.0,11.0,Music,,Music,1
DuDuPopTOY,DuDuPopTOY,Animation,10300000,,16100,374.0,,Entertainment,,Entertainment,1
Playing with Rafael,Playing with Rafael,,10300000,Brazil,3900,25.0,,,,,0
Jamuna TV,Jamuna TV,News & Politics,10300000,Bangladesh,60100,1500.0,96.0,Info/Business,,Info/Business,1
Cris Devil Gamer,Cris Devil Gamer,Music & Dance,10300000,United States,460500,19900.0,669.0,Music,,Music,1
prantoniojunior,Pastor Antônio Júnior,Music & Dance,10300000,Brazil,341000,79900.0,8800.0,Music,,Music,1
Pari's Lifestyle,Pari's Lifestyle,Daily vlogs,10300000,India,545600,12100.0,113.0,Lifestyle,,Lifestyle,1
sbtthenoite,The Noite com Danilo Gentili,,10300000,Brazil,26400,1400.0,42.0,,,,0
HISHEdotcom,How It Should Have Ended,Movies,10300000,United States,903900,33900.0,1300.0,Entertainment,,Entertainment,1
penguinz0,penguinz0,Animation,10300000,United States,1400000,49300.0,2600.0,Entertainment,,Entertainment,1
destinws2,SmarterEveryDay,Science & Technology,10300000,United States,1900000,72200.0,4700.0,Tech/Gaming,,Tech/Gaming,1
Flowers Comedy,Flowers Comedy,,10300000,India,124500,2000.0,126.0,,,,0
lucygerardi43,Luli Pampín,Music & Dance,10300000,,546600,3100.0,,Music,,Music,1
cbstvdinsideedition,Inside Edition,News & Politics,10300000,United States,213100,5500.0,684.0,Info/Business,,Info/Business,1
Oum Walid,Oum Walid,Education,10300000,Algeria,527800,29400.0,1600.0,Info/Business,,Info/Business,1
Lofi Girl,Lofi Girl,Music & Dance,10300000,United States,96900,3800.0,179.0,Music,,Music,1
TwinRoozi 쌍둥이 루지,TwinRoozi 쌍둥이 루지,Daily vlogs,10300000,Indonesia,197500,,,Lifestyle,,Lifestyle,1
infobellskannada,infobells - Kannada,Education,10300000,,759400,3300.0,,Info/Business,,Info/Business,1
Mrwhosetheboss,Mrwhosetheboss,Science & Technology,10300000,United States,2700000,152900.0,10100.0,Tech/Gaming,,Tech/Gaming,1
TikTak Draw,TikTak Draw,Science & Technology,10300000,Mexico,120900,7700.0,345.0,Tech/Gaming,,Tech/Gaming,1
sagahits,SagaHits,Music & Dance,10300000,India,45300,1200.0,51.0,Music,,Music,1
Sab kuchh sikho jano,Sab kuchh sikho jano,News & Politics,10200000,India,28800,1500.0,61.0,Info/Business,,Info/Business,1
zeetamil,Zee Tamil,,10200000,India,85000,1600.0,13.0,,,,0
Milena Stepanienco - MILENINHA,Milena Stepanienco - MILENINHA,Toys,10200000,Brazil,342500,2600.0,,,,,0
Wylsacom,Wylsacom,News & Politics,10200000,Russia,946900,38800.0,6900.0,Info/Business,,Info/Business,1
TWO SIDE GAMERS,TWO SIDE GAMERS,,10100000,India,681400,62300.0,1600.0,,,,0
aljazeerachannel,AlJazeera Channel قناة الجزيرة,News & Politics,10100000,Morocco,36700,485.0,89.0,Info/Business,,Info/Business,1
cleanbandit,Clean Bandit,Music & Dance,10100000,United States,64800,2100.0,100.0,Music,,Music,1
JessicaJulioeBaby,Laurinha e Helena - Clubinho da Laura,Toys,10100000,Brazil,246100,5700.0,176.0,,,,0
Rawan and Rayan,Rawan and Rayan,Daily vlogs,10100000,Algeria,1000000,61500.0,4400.0,Lifestyle,,Lifestyle,1
T-STUDIO,T-STUDIO,,10100000,United States,50200,4900.0,15.0,,,,0
TV9 Bharatvarsh,TV9 Bharatvarsh,News & Politics,10100000,India,27900,484.0,19.0,Info/Business,,Info/Business,1
AsapSCIENCE,AsapSCIENCE,Science & Technology,10100000,United States,772000,55800.0,1800.0,Tech/Gaming,,Tech/Gaming,1
Caso Cerrado,Caso Cerrado,,10100000,Mexico,410700,4700.0,174.0,,,,0
DalasReview,Dalas Review,Science & Technology,10100000,Mexico,684700,82100.0,9700.0,Tech/Gaming,,Tech/Gaming,1
francoescamilla,Franco Escamilla,,10100000,Mexico,450000,16200.0,352.0,,,,0
Pinkfong en español - Canciones Infantiles,Pinkfong en español - Canciones Infantiles,Animation,10100000,,44900,156.0,,Entertainment,,Entertainment,1
BE AMAZED,BE AMAZED,Education,10100000,United States,577000,14100.0,762.0,Info/Business,,Info/Business,1
Pen Multiplex,Pen Multiplex,,10100000,India,10300,60.0,5.0,,,,0
0214mex,はじめしゃちょー（hajime）,Music & Dance,10100000,Japan,1200000,34200.0,1300.0,Music,,Music,1
Republic Bharat,Republic Bharat,News & Politics,10100000,India,15400,,17.0,Info/Business,,Info/Business,1
Captain Watch Hits,Captain Watch Hits,,10100000,India,41200,234.0,6.0,,,,0
Влад и Никита,Влад и Никита,Toys,10100000,,1000000,6000.0,,,,,0
Dynamo Gaming,Dynamo Gaming,,10100000,India,497900,58500.0,261.0,,,,0
TomorrowlandChannel,Tomorrowland,Music & Dance,10100000,Brazil,19400,914.0,50.0,Music,,Music,1
VitalyzdTv,VitalyzdTv,Humor,10100000,United States,67900,1200.0,236.0,Entertainment,,Entertainment,1
вДудь,вДудь,News & Politics,10100000,Russia,16800000,615500.0,89400.0,Info/Business,,Info/Business,1
atv,atv,Animation,10100000,Turkey,41200,420.0,25.0,Entertainment,,Entertainment,1
Rachit Rojha,Rachit Rojha,,10100000,India,5200000,101800.0,4400.0,,,,0
ChuChuTV Hindi,ChuChuTV Hindi,Education,10100000,,160600,1000.0,,Info/Business,,Info/Business,1
MTV,MTV,Music & Dance,10100000,United States,6700,343.0,23.0,Music,,Music,1
Hindi Kahaniya,Hindi Kahaniya,,10100000,India,159200,1900.0,52.0,,,,0
ctctv,СТС,Video games,10100000,Russia,19000,168.0,13.0,Tech/Gaming,,Tech/Gaming,1
Luan Palomera,Luan Palomera,,10100000,Mexico,757500,40200.0,1600.0,,,,0
Hindi Fairy Tales,Hindi Fairy Tales,,10100000,India,557200,9300.0,,,,,0
Hindi Countdown,Hindi Countdown,Education,10100000,India,3600000,89600.0,3000.0,Info/Business,,Info/Business,1
Diana and Roma IND,Diana and Roma IND,,10100000,,294000,1800.0,,,,,0
Lorrayne Oliveira,Lorrayne Oliveira,Toys,10100000,Brazil,281500,17500.0,502.0,,,,0
Busy Fun Ltd,Busy Fun Ltd,,10100000,India,2400000,13900.0,334.0,,,,0
Goldmines Housefull,Goldmines Housefull,,10000000,,13400,,,,,,0
RDCGujarati,RDC Gujarati,Music & Dance,10000000,India,26100,808.0,26.0,Music,,Music,1
Wolfoo's stories,Wolfoo's stories,Animation,10000000,,724300,4200.0,,Entertainment,,Entertainment,1
Juice WRLD,Juice WRLD,Music & Dance,10000000,United States,7600000,308300.0,19400.0,Music,,Music,1
jordanmatter,Jordan Matter,Music & Dance,10000000,United States,4900000,137000.0,12500.0,Music,,Music,1
whoisjimmy,How Ridiculous,Sports,9900000,United States,25500000,750300.0,5200.0,Sports,,Sports,1
BestCodComedy,BCC Gaming,Video games,9900000,United States,2300,75.0,8.0,Tech/Gaming,,Tech/Gaming,1
familyfunpack,Family Fun Pack,,9900000,United States,114500,2200.0,273.0,,,,0
makebymarimaria,Mari Maria,Fashion,9900000,Brazil,132100,13800.0,436.0,Beauty/Fashion,,Beauty/Fashion,1
Toymong tv 토이몽TV,Toymong tv 토이몽TV,,9900000,,27100,211.0,,,,,0
BERTH-OH,BERTH-OH,,9900000,Mexico,520000,24600.0,591.0,,,,0
Comedy Captain,Comedy Captain,,9900000,India,16300,127.0,3.0,,,,0
Joe HaTTab,Joe HaTTab,Travel,9900000,Saudi Arabia,3500000,233200.0,15900.0,Lifestyle,,Lifestyle,1
NASAtelevision,NASA,News & Politics,9900000,United States,92600,4200.0,,Info/Business,,Info/Business,1
historychannel,HISTORY,,9900000,United States,71200,1300.0,108.0,,,,0
MSA previously My Story Animated,MSA previously My Story Animated,Animation,9900000,United States,5400000,154000.0,4800.0,Entertainment,,Entertainment,1
Nirahua Music World,Nirahua Music World,,9900000,India,112600,5000.0,152.0,,,,0
Nickelodeon,Nickelodeon,Movies,9900000,,60000,767.0,,Entertainment,,Entertainment,1
Will Smith,Will Smith,Movies,9900000,United States,332200,10500.0,5500.0,Entertainment,,Entertainment,1
Heroine Movies 2022,Heroine Movies 2022,Daily vlogs,9900000,India,151900,1100.0,22.0,Lifestyle,,Lifestyle,1
WAMIndiaMovies,Wamindia Movies,,9900000,India,138500,2200.0,41.0,,,,0
shrutiarjunanand,Shruti Arjun Anand,Movies,9800000,India,1500000,47100.0,1500.0,Entertainment,,Entertainment,1
barcroftmedia,truly,News & Politics,9800000,United States,105000,,382.0,Info/Business,,Info/Business,1
5-Minute Recipes,5-Minute Recipes,,9800000,India,76400,860.0,15.0,,,,0
rathorvideo,Rathore Cassettes,,9800000,India,13500,134.0,13.0,,,,0
buzzfeedblue,BuzzFeed Multiplayer,,9800000,United States,8500,342.0,79.0,,,,0
5-Minute Crafts LIKE,5-Minute Crafts LIKE,,9800000,United States,48300,394.0,8.0,,,,0
panicopgm,Programa Pânico Lab,Toys,9800000,Brazil,22900,1100.0,27.0,,,,0
RUOK FF,RUOK FF,,9800000,Brazil,687000,80700.0,4000.0,,,,0
htv2channel,Vie Channel - HTV2,Music & Dance,9800000,United States,8500,114.0,7.0,Music,,Music,1
KiKiDo,KiKiDo,Video games,9800000,Russia,1700000,44000.0,1500.0,Tech/Gaming,,Tech/Gaming,1
MBCkpop,MBCkpop,Music & Dance,9800000,Philippines,19000,925.0,87.0,Music,,Music,1
Receitas de Pai,Receitas de Pai,Food & Drinks,9800000,Brazil,99000,13000.0,336.0,Lifestyle,,Lifestyle,1
TheSyndicateProject,Syndicate,Video games,9800000,United States,157700,4900.0,1300.0,Tech/Gaming,,Tech/Gaming,1
Family Box,Family Box,Video games,9800000,Russia,510700,9700.0,483.0,Tech/Gaming,,Tech/Gaming,1
Sơn Tùng M-TP Official,Sơn Tùng M-TP Official,Music & Dance,9800000,United States,61200,4600.0,233.0,Music,,Music,1
Peppa Pig Hindi,Peppa Pig Hindi,Education,9800000,,338900,2500.0,,Info/Business,,Info/Business,1
Vlad and Niki PRT,Vlad and Niki PRT,,9700000,,1800000,,,,,,0
OneRepublic,OneRepublic,Music & Dance,9700000,United States,9900,749.0,21.0,Music,,Music,1
BBCArabicNews,BBC News عربي,News & Politics,9700000,Egypt,38500,736.0,145.0,Info/Business,,Info/Business,1
The Daily Show with Trevor Noah,The Daily Show with Trevor Noah,News & Politics,9700000,United States,497400,10200.0,1100.0,Info/Business,,Info/Business,1
Islam Populer,Islam Populer,Education,9700000,Indonesia,82300,2100.0,164.0,Info/Business,,Info/Business,1
Viki Show,Viki Show,Humor,9700000,Russia,2800000,109600.0,3100.0,Entertainment,,Entertainment,1
Raditya Dika,Raditya Dika,Food & Drinks,9700000,Indonesia,179200,7800.0,299.0,Lifestyle,,Lifestyle,1
mrplotvideos,Mundo Bita,Music & Dance,9700000,,505900,4900.0,,Music,,Music,1
مصطفى GAME OVER,مصطفى GAME OVER,,9700000,Iraq,658900,74900.0,2900.0,,,,0
ChennaiExp2013,Red Chillies Entertainment,,9700000,India,28400,990.0,72.0,,,,0
MrGustavoParodias,Gustavo Paródias,Humor,9700000,Brazil,214500,22000.0,367.0,Entertainment,,Entertainment,1
ChuChuTV Español,ChuChuTV Español,Humor,9700000,,35000,204.0,,Entertainment,,Entertainment,1
welovekamikaze,welovekamikaze,,9700000,Thailand,3000,132.0,4.0,,,,0
singkingkaraoke,Sing King,Music & Dance,9700000,United States,10800,157.0,17.0,Music,,Music,1
EugenBro,EugenBro,Video games,9700000,Russia,724300,36500.0,2700.0,Tech/Gaming,,Tech/Gaming,1
KapilComedyNights,Colors Rishtey,,9700000,India,247300,1700.0,20.0,,,,0
Larva2011ani,Larva TUBA,,9600000,United States,21800,259.0,12.0,,,,0
Netflix Latinoamérica,Netflix Latinoamérica,,9600000,Mexico,20300,993.0,76.0,,,,0
ThePersica,Orkun Işıtmak,Video games,9600000,Turkey,1700000,75500.0,2100.0,Tech/Gaming,,Tech/Gaming,1
TeremokTV,Теремок ТВ,Video games,9600000,,117300,546.0,,Tech/Gaming,,Tech/Gaming,1
Prince Royce,Prince Royce,Music & Dance,9600000,United States,7000000,160800.0,3600.0,Music,,Music,1
قناة وناسة -  Wanasah TV,قناة وناسة -  Wanasah TV,Music & Dance,9600000,,12400000,78200.0,,Music,,Music,1
Heidi y Zidane en español,Heidi y Zidane en español,Toys,9600000,,339400,2200.0,,,,,0
SerbianGamesBL2,Life Hacks & Experiments,,9600000,United States,42500,194.0,14.0,,,,0
mainaCassette,Haryanvi Maina,Music & Dance,9600000,India,6300,55.0,4.0,Music,,Music,1
mamilosmolengas,Mussoumano,Music & Dance,9600000,Brazil,860500,88200.0,3600.0,Music,,Music,1
sadhguru,Sadhguru,,9600000,India,196700,9600.0,186.0,,,,0
Sonotek Haryanvi,Sonotek Haryanvi,Music & Dance,9600000,India,11300,192.0,21.0,Music,,Music,1
Survival Builder,Survival Builder,,9600000,United States,151600,3300.0,134.0,,,,0
luisitorey,luisitorey,,9600000,Mexico,33100,2200.0,48.0,,,,0
Bispo Bruno Leonardo,Bispo Bruno Leonardo,Music & Dance,9600000,Brazil,577900,208700.0,139800.0,Music,,Music,1
bgfilms,Babish Culinary Universe,Food & Drinks,9600000,United States,817900,34400.0,1200.0,Lifestyle,,Lifestyle,1
5-Minute Crafts TEENS,5-Minute Crafts TEENS,,9600000,India,23800,386.0,13.0,,,,0
BIBI,BIBI,,9600000,Brazil,30800,3000.0,51.0,,,,0
ZarcortGame,ZarcortGame,Music & Dance,9500000,Mexico,111000,15300.0,538.0,Music,,Music,1
DELRECORDS,DEL Records,Music & Dance,9500000,Mexico,289000,12800.0,200.0,Music,,Music,1
ehbeefamily,The Bee Family,Humor,9500000,United States,58000,2600.0,170.0,Entertainment,,Entertainment,1
Eagle Home Entertainments,Eagle Home Entertainments,,9500000,India,3000,27.0,,,,,0
Ben Azelart,Ben Azelart,Video games,9500000,United States,2300000,89300.0,31100.0,Tech/Gaming,,Tech/Gaming,1
PicaPicaVEVO,Pica - Pica Oficial,,9500000,,211500,519.0,,,,,0
Talent Recap,Talent Recap,Music & Dance,9500000,United States,33500,328.0,29.0,Music,,Music,1
lincolnvelasquez,Cong TV,,9500000,Philippines,2500000,163600.0,4200.0,,,,0
Garena Free Fire Brasil,Garena Free Fire Brasil,Video games,9500000,Brazil,200900,3100.0,302.0,Tech/Gaming,,Tech/Gaming,1
InquisitorMaster,InquisitorMaster,Animation,9500000,United States,544300,20500.0,1300.0,Entertainment,,Entertainment,1
Niki and Gabi,Niki and Gabi,Fashion,9500000,United States,485500,25200.0,531.0,Beauty/Fashion,,Beauty/Fashion,1
منوعات الكوميديا العراقية,منوعات الكوميديا العراقية,,9500000,Iraq,1400000,78500.0,1700.0,,,,0
TopMovieClips,TopMovieClips,Movies,9500000,United States,268300,5400.0,190.0,Entertainment,,Entertainment,1
timesmusicindia,Times Music,Music & Dance,9500000,India,456100,10300.0,178.0,Music,,Music,1
DaBaby,DaBaby,Music & Dance,9500000,United States,976400,36400.0,1300.0,Music,,Music,1
Dharma Productions,Dharma Productions,,9500000,India,20400,1200.0,44.0,,,,0
IniTalkShow,Ini Talk Show,Music & Dance,9500000,Indonesia,0,,,Music,,Music,1
BETO GAMER,BETO GAMER,Animation,9500000,Brazil,448900,28100.0,372.0,Entertainment,,Entertainment,1
MrStiven Tc,MrStiven Tc,Video games,9500000,Colombia,671700,66900.0,352.0,Tech/Gaming,,Tech/Gaming,1
NetflixBRA,Netflix Brasil,Humor,9400000,Brazil,23300,1600.0,90.0,Entertainment,,Entertainment,1
JoeyGraceffa,Joey Graceffa,Animals & Pets,9400000,United States,317900,23300.0,2900.0,Lifestyle,,Lifestyle,1
aanandaaudio,Anand Audio,,9400000,India,132300,3600.0,126.0,,,,0
sonyliv,SonyLIV,,9400000,India,3400,56.0,3.0,,,,0
서은이야기[SeoeunStory],서은이야기[SeoeunStory],,9400000,,36500,176.0,,,,,0
Grandpa Kitchen,Grandpa Kitchen,Food & Drinks,9400000,United States,162700,8600.0,318.0,Lifestyle,,Lifestyle,1
MrMuselk,Muselk,Video games,9400000,United States,465500,19600.0,636.0,Tech/Gaming,,Tech/Gaming,1
JoshDub,JoshDub,Animation,9400000,United States,0,,,Entertainment,,Entertainment,1
BrPVPHu3,João Caetano,,9400000,Brazil,755500,69100.0,1200.0,,,,0
Power Vision,Power Vision,,9400000,United States,24100,428.0,4.0,,,,0
N1Noobtubers,웃웃TwinsFromRussia,Daily vlogs,9400000,India,55600,3600.0,19.0,Lifestyle,,Lifestyle,1
bhaktisongs,Shemaroo Bhakti,Music & Dance,9400000,India,2800,45.0,6.0,Music,,Music,1
The Voice Global,The Voice Global,Music & Dance,9400000,United States,320800,4100.0,87.0,Music,,Music,1
POPSVIETNAM,POPS MUSIC,Music & Dance,9400000,United States,7700,217.0,4.0,Music,,Music,1
CRACKS,CRACKS,Video games,9400000,Colombia,21300,2000.0,139.0,Tech/Gaming,,Tech/Gaming,1
hasanjr11,hasanjr11,,9400000,Indonesia,23000,2300.0,208.0,,,,0
Adriana Show,Adriana Show,Animation,9400000,,53800,,,Entertainment,,Entertainment,1
Cleo y Cuquin - Canciones infantiles,Cleo y Cuquin - Canciones infantiles,Music & Dance,9400000,,225100,1000.0,,Music,,Music,1
efdewe,efdewe,Music & Dance,9300000,Indonesia,195000,11200.0,670.0,Music,,Music,1
SAS-ASMR,SAS-ASMR,,9300000,United States,216700,7300.0,238.0,,,,0
fozimozi,Fozi Mozi,,9300000,,273100,3200.0,,,,,0
sonotektv,Sonotek Music,Music & Dance,9300000,India,1600000,34500.0,1000.0,Music,,Music,1
TeremokSongs,Теремок - Песенки для детей,Music & Dance,9300000,Russia,115400,615.0,,Music,,Music,1
YFrostA,FROST,Video games,9300000,Russia,560500,48500.0,1800.0,Tech/Gaming,,Tech/Gaming,1
DreamworksAnimation,Peacock Kids,,9300000,,12200,47.0,,,,,0
RSVDO,rsfriends,Music & Dance,9300000,Thailand,4400,118.0,12.0,Music,,Music,1
Classic Mr Bean,Classic Mr Bean,,9300000,India,86000,1000.0,47.0,,,,0
LetDa Hyper,LetDa Hyper,Music & Dance,9300000,Indonesia,95000,5200.0,332.0,Music,,Music,1
brunoberti10,Irmãos Berti,Toys,9300000,Brazil,116300,7000.0,194.0,,,,0
Karina Garcia,Karina Garcia,DIY & Life Hacks,9300000,United States,220800,9200.0,301.0,Lifestyle,,Lifestyle,1
Bhojpuri Movies,Bhojpuri Movies,,9300000,India,4200000,14900.0,142.0,,,,0
Dolly and Friends,Dolly and Friends,Animation,9300000,,415300,2700.0,,Entertainment,,Entertainment,1
PlaticaPolinesa,PlaticaPolinesia,Music & Dance,9300000,Mexico,38500,3900.0,370.0,Music,,Music,1
Bessan Ismail - بيسان اسماعيل,Bessan Ismail - بيسان اسماعيل,,9300000,Iraq,1900000,175100.0,13000.0,,,,0
FoxNewsChannel,Fox News,News & Politics,9300000,United States,207100,5100.0,1800.0,Info/Business,,Info/Business,1
RoosterTeeth,Rooster Teeth,Movies,9300000,United States,40800,1300.0,136.0,Entertainment,,Entertainment,1
Rayito,Rayito,,9300000,Mexico,7600,306.0,33.0,,,,0
[햄지]Hamzy,[햄지]Hamzy,,9300000,United States,2500000,55800.0,1600.0,,,,0
monsta,Monsta,,9200000,Indonesia,44800,1200.0,,,,,0
Soothing Relaxation,Soothing Relaxation,Music & Dance,9200000,United States,112300,3600.0,258.0,Music,,Music,1
NFL,NFL,Sports,9200000,United States,107300,1800.0,206.0,Sports,,Sports,1
FilterCopy,FilterCopy,,9200000,India,723400,24300.0,326.0,,,,0
Thơ Nguyễn,Thơ Nguyễn,,9200000,United States,266600,3900.0,194.0,,,,0
Troom Troom SELECT,Troom Troom SELECT,Movies,9200000,United States,342700,4000.0,93.0,Entertainment,,Entertainment,1
chetakvideo,Chetak,Music & Dance,9200000,India,15600,308.0,10.0,Music,,Music,1
Denis,Denis,Video games,9200000,United States,194200,9100.0,461.0,Tech/Gaming,,Tech/Gaming,1
cartoonnetworkuk,Cartoon Network UK,,9200000,,47300,387.0,,,,,0
Tom Slime,Tom Slime,,9200000,United States,21000,206.0,10.0,,,,0
FutParódias,FutParódias,Music & Dance,9200000,Brazil,1400000,110100.0,2500.0,Music,,Music,1
EL GATO,EL GATO,Toys,9200000,Brazil,243800,30700.0,636.0,,,,0
CinemaSins,CinemaSins,Movies,9200000,United States,296000,10200.0,874.0,Entertainment,,Entertainment,1
CricketICC,ICC,Sports,9200000,India,15200,854.0,58.0,Sports,,Sports,1
BRKsEDU,BRKsEDU,Animation,9200000,Brazil,112300,9800.0,246.0,Entertainment,,Entertainment,1
