rank,handle_instagram,name_instagram,followers,audience_country,engagement_auth,engagement_avg,category_1,category_2,unified_cat_1,unified_cat_2
847,ler_chek,Валерия Чекалина,10400000,Russia,197200,254300,Lifestyle,Beauty,Lifestyle,Beauty/Fashion
848,rafaelnadal,Rafa Nadal,16100000,Spain,131300,164100,Sports with a ball,,Sports,
849,iiqraaziz,IQRA AZIZ HUSSAIN🇵🇰,8800000,India,265600,302700,Beauty,Modeling,Beauty/Fashion,Beauty/Fashion
850,maitreyiramakrishnan,Maitreyi Ramakrishnan,3800000,Brazil,485400,710100,Photography,Cinema & Actors/actresses,Lifestyle,Entertainment
851,dhanushkraja,Dhanush,4900000,India,421300,545200,Cinema & Actors/actresses,,Entertainment,
852,priyankaamohanofficial,Priyanka Mohan,3500000,India,672300,771500,Photography,Lifestyle,Lifestyle,Lifestyle
853,wdohwan,우도환,4500000,Indonesia,446200,591500,Cinema & Actors/actresses,,Entertainment,
854,zo,Lonzo Ball,14700000,United States,98900,178100,Sports with a ball,,Sports,
855,dukeandduchessofcambridge,Duke and Duchess of Cambridge,13900000,United States,147100,187900,Family,Finance & Economics,Lifestyle,Info/Business
856,min.nicha,MINNIE,4100000,Thailand,468800,640400,Lifestyle,,Lifestyle,
857,kingarturo23oficial,Arturo Vidal,18400000,Italy,87900,141900,Sports with a ball,,Sports,
858,hm_son7,Son HeungMin(손흥민)🇰🇷,7600000,Brazil,213100,346600,Sports with a ball,,Sports,
859,iqbaal.e,Piko - The Forger,13600000,Indonesia,111200,191100,Cinema & Actors/actresses,,Entertainment,
860,arcticmonkeys,Arctic Monkeys,4100000,United States,463200,651500,,,,
861,realshadmehr,Shadmehr Aghili,8100000,Iran,236400,329600,,,,
862,laurenlondon,Lauren London,9800000,United States,157300,268800,Cinema & Actors/actresses,Modeling,Entertainment,Beauty/Fashion
863,kevinho,KEVINHO,28000000,Brazil,65600,91800,,,,
864,danialves,Daniel Alves,37200000,Brazil,44500,69100,Sports with a ball,,Sports,
865,jordynwoods,HEIR JORDYN,12600000,United States,107200,203000,Modeling,Lifestyle,Beauty/Fashion,Lifestyle
866,felipeneto,Felipe Neto 🦉,16200000,Brazil,112500,159100,Lifestyle,,Lifestyle,
867,floydmayweather,Floyd Mayweather,28400000,United States,51800,90800,Fitness & Gym,,Sports,
868,woozi_universefactory,WOOZI,4000000,Indonesia,543600,646700,,,,
869,sergiroberto,Sergi Roberto,7600000,Spain,215100,339000,Sports with a ball,,Sports,
870,snejanaonopka15,Snejana Onopka,9200000,Brazil,216400,288900,Modeling,,Beauty/Fashion,
871,larray,larri,6700000,United States,262100,384500,Lifestyle,Modeling,Lifestyle,Beauty/Fashion
872,dorra_zarrouk,DORRA درة.,15900000,Egypt,118200,158800,Cinema & Actors/actresses,Fashion,Entertainment,Beauty/Fashion
873,keyshiakaoir,Keyshia Ka'oir Davis,7800000,United States,182600,327300,Fitness & Gym,,Sports,
874,bmw,BMW,33700000,Iran,57200,74700,Cars & Motorbikes,,Lifestyle,
875,cnn,CNN,18200000,United States,101100,139500,Shows,Literature & Journalism,Entertainment,Info/Business
876,guaynaa,Guaynaa 🧿,6200000,Mexico,264600,408100,,,,
877,jscmila,Jessica Mila Agnesia,22200000,Indonesia,84600,112400,Beauty,Modeling,Beauty/Fashion,Beauty/Fashion
878,sophiedee,Sophie Dee,12400000,United States,153100,203800,Adult content,,Entertainment,
879,jessica.syj,Jessica Jung,10800000,Indonesia,189500,232400,Modeling,Beauty,Beauty/Fashion,Beauty/Fashion
880,kh1000le,CHENLE ZHONG,1900000,,0,1300000,,,,
881,felicyangelista_,Felicya Angelista,21700000,Indonesia,83300,114700,Family,,Lifestyle,
882,aycaaysinturan,Ayça Ayşin Turan,6000000,Turkey,317900,424100,Cinema & Actors/actresses,,Entertainment,
883,mirandacosgrove,Miranda Cosgrove,9800000,Brazil,163700,255700,Cinema & Actors/actresses,Lifestyle,Entertainment,Lifestyle
884,kareenakapoorkhan,Kareena Kapoor Khan,9600000,India,210400,262800,Family,Cinema & Actors/actresses,Lifestyle,Entertainment
885,samsmith,Sam Smith,14600000,United States,115300,168900,Fashion,,Beauty/Fashion,
886,jaydacheaves,JAYDA,7700000,United States,110200,326600,Clothing & Outfits,,Beauty/Fashion,
887,ms.sethii,Shilpa Sethi,6500000,United States,255900,387200,Modeling,,Beauty/Fashion,
888,realhinakhan,HK,17300000,India,115100,141700,Cinema & Actors/actresses,,Entertainment,
889,_irishbella_,Irish Bella,21300000,Indonesia,92300,114500,Cinema & Actors/actresses,,Entertainment,
890,thiagosilva,Thiago Silva,19800000,Brazil,73200,123300,Sports with a ball,,Sports,
891,watanabenaomi703,渡辺直美　Naomi watanabe,9900000,Japan,235200,250500,Cinema & Actors/actresses,Humor & Fun & Happiness,Entertainment,Entertainment
892,fifaworldcup,FIFA World Cup,29100000,India,55700,84100,Sports with a ball,,Sports,
893,allusnehareddy,Allu Sneha Reddy,8400000,India,254100,294600,Travel,,Lifestyle,
894,twentyonepilots,twenty one pilots,8500000,United States,229100,291300,,,,
895,soyneiva,Neiva Mara,11900000,Brazil,153700,206400,Adult content,,Entertainment,
896,yuzi_chahal23,Yuzvendra Chahal,8100000,India,249600,304000,Lifestyle,Sports with a ball,Lifestyle,Sports
897,kyliecosmetics,Kylie Cosmetics,26000000,United States,65100,93700,Beauty,Shopping & Retail,Beauty/Fashion,Beauty/Fashion
898,theamitbhadana,Amit Bhadana ( अमित भड़ाना ),8500000,India,239100,294800,Shows,,Entertainment,
899,ridwankamil,Ridwan Kamil,19000000,Indonesia,85100,130000,Literature & Journalism,Business & Careers,Info/Business,Info/Business
900,arashi_5_official,ARASHI,4400000,Japan,554200,580200,,,,
901,bumkeyk,SHINee KEY,9300000,Indonesia,221700,266000,,,,
902,dearra,De'arra Taylor,6300000,United States,158600,395600,,,,
903,ansufati,Ansu Fati,9000000,Spain,180200,273300,Sports with a ball,Winter sports,Sports,Sports
904,haniaheheofficial,Hania Aamir 哈尼亚·阿米尔,6000000,Pakistan,360400,413200,Beauty,Lifestyle,Beauty/Fashion,Lifestyle
905,baifernbah,baifernbah,11200000,Indonesia,171100,216800,Lifestyle,,Lifestyle,
906,raisa6690,,33200000,Indonesia,46800,73000,,,,
907,jacksepticeye,Jacksepticeye,7900000,United States,268200,311500,Computers & Gadgets,Machinery & Technologies,Tech/Gaming,Tech/Gaming
908,karolsevillaofc,KAROL SEVILLA,15100000,Brazil,127100,160700,Cinema & Actors/actresses,,Entertainment,
909,nidhhiagerwal,Nidhhi Agerwal 🌟,25400000,India,79200,94700,Cinema & Actors/actresses,Modeling,Entertainment,Beauty/Fashion
910,riyadmahrez26.7,RM26,9200000,Algeria,206500,266000,Sports with a ball,,Sports,
911,nadin_serovski,Nadin Serovski,9400000,Russia,189300,259300,Family,Lifestyle,Lifestyle,Lifestyle
912,jasonderulo,Jason Derulo,10400000,United States,162100,232100,,,,
913,veradijkmans,Vera Dijkmans,5500000,United States,316900,445400,Adult content,,Entertainment,
914,nashgrier,Nash Grier,12600000,United States,106300,189900,Lifestyle,Modeling,Lifestyle,Beauty/Fashion
915,fadiljaidi,Fadil Jaidi,7900000,Indonesia,204200,306900,Lifestyle,,Lifestyle,
916,farhaddddddd,Farhad Majidi,3600000,Iran,475400,786500,Sports with a ball,,Sports,
917,landonorris,Lando Norris,5700000,Italy,334300,421200,Racing Sports,Cars & Motorbikes,Sports,Lifestyle
918,sabinahidalgo,Sabina Hidalgo,4800000,Brazil,427100,512500,Lifestyle,,Lifestyle,
919,sofia9__official,SOFIA ANSARI,9100000,India,193100,268800,Lifestyle,Cinema & Actors/actresses,Lifestyle,Entertainment
920,canyaman,Can Yaman,10000000,Italy,197900,246200,Cinema & Actors/actresses,Modeling,Entertainment,Beauty/Fashion
921,kashikakapoor09,Kashika Kapoor,9600000,Indonesia,236100,254500,Beauty,Lifestyle,Beauty/Fashion,Lifestyle
922,ykaaar,Damiano David/Måneskin,5200000,Italy,336700,462000,Cinema & Actors/actresses,,Entertainment,
923,jimena.jimenezr,Jimena,5900000,Mexico,281500,406500,,,,
924,gongyoo_official,공유 gongyoo official,3600000,Indonesia,531800,668000,Lifestyle,,Lifestyle,
925,lilpump,Lil Pump,15000000,United States,100600,157500,,,,
926,reynmen,reyn,7100000,Turkey,264800,337400,Cinema & Actors/actresses,,Entertainment,
927,soycintiacossio,Cintia Cossio,5700000,Colombia,335300,418700,Modeling,Adult content,Beauty/Fashion,Entertainment
928,pefabiodemelo,Fábio de Melo,25700000,Brazil,61000,92200,Lifestyle,,Lifestyle,
929,urassayas,Urassaya Sperbund,11900000,Thailand,160100,194900,Cinema & Actors/actresses,Modeling,Entertainment,Beauty/Fashion
930,ashleygraham,A S H L E Y  G R A H A M,19000000,United States,92700,122600,Modeling,,Beauty/Fashion,
931,_chaechae_1,김채원 (CHAEWON),2800000,South Korea,696800,838200,Lifestyle,,Lifestyle,
932,maxverstappen1,Max Verstappen,9100000,United States,195900,257600,Racing Sports,,Sports,
933,antony00,Antony Santos,4000000,Brazil,322400,595700,Sports with a ball,,Sports,
934,gun_atthaphan,ATp,5600000,Indonesia,349300,418100,Lifestyle,,Lifestyle,
935,sinavaliollah,Sina Valiollah,7300000,Iran,256200,323200,Shows,,Entertainment,
936,moneybaggyo,Certified Speaker,8400000,United States,119000,283900,Lifestyle,,Lifestyle,
937,hannahelzahed,Hannah El-Zahed,18100000,Egypt,103900,128500,Cinema & Actors/actresses,,Entertainment,
938,hasnaink07,Hasnain khan,13100000,India,143300,179300,,,,
939,cobratate,Emory Andrew Tate III,4700000,Romania,311000,506800,Lifestyle,Racing Sports,Lifestyle,Sports
940,burnaboygram,Burna Boy,11400000,Nigeria,110600,203100,,,,
941,eunbining0904,박은빈,2900000,South Korea,690100,814700,,,,
942,fortnite,Fortnite,25700000,United States,76300,90200,Computers & Gadgets,,Tech/Gaming,
943,armaanmalik,ARMAAN MALIK 🧿,13200000,India,151600,175600,,,,
944,julienco_,! Julian,6400000,Germany,294100,362300,Lifestyle,Family,Lifestyle,Lifestyle
945,_hakkencoser_,Hakken 八犬,3700000,United States,511800,625400,Photography,Modeling,Lifestyle,Beauty/Fashion
946,juliabarretto,Julia,11200000,Philippines,159300,203700,Cinema & Actors/actresses,Lifestyle,Entertainment,Lifestyle
947,bugatti,BUGATTI,16700000,United States,100800,136400,Cars & Motorbikes,Luxury,Lifestyle,Beauty/Fashion
948,joerogan,Joe Rogan,15600000,United States,105500,147200,Humor & Fun & Happiness,Cinema & Actors/actresses,Entertainment,Entertainment
949,mccabelinho,LITTLE HAIR,5400000,Brazil,218900,431900,Lifestyle,,Lifestyle,
950,strangehuman,nova,4300000,United States,0,540100,Lifestyle,,Lifestyle,
951,tontawan,ตู / t u 🌻(•ө•)ෆ⃛,3800000,Thailand,459100,603800,Beauty,Lifestyle,Beauty/Fashion,Lifestyle
952,danielricciardo,Daniel Ricciardo,7300000,United States,238300,309400,Racing Sports,,Sports,
953,ginaindelicada,Gina Indelicada,11300000,Brazil,97300,199400,Humor & Fun & Happiness,,Entertainment,
954,tovinothomas,Tovino⚡️Thomas,7000000,India,179100,321700,Cinema & Actors/actresses,,Entertainment,
955,timatiofficial,13,18500000,Russia,91500,121400,Fitness & Gym,Lifestyle,Sports,Lifestyle
956,jayshetty,Jay Shetty,11600000,United States,152500,192600,Literature & Journalism,Trainers & Coaches,Info/Business,Sports
957,camilacoelho,CAMILA COELHO,9900000,Brazil,107000,228800,Shows,,Entertainment,
958,becaa_barreto,Rebeca 🌙,9900000,Brazil,119800,228600,Lifestyle,,Lifestyle,
959,prideofgypsies,Jason Momoa,17100000,United States,101300,130000,Cinema & Actors/actresses,,Entertainment,
960,raffinagita1717,Raffi Ahmad and Nagita Slavina,64000000,Indonesia,23800,34800,Shows,,Entertainment,
961,artmodel.one,Юлечка💖Digital Art,7200000,India,241600,313500,,,,
962,brycehall,Bryce Hall,7200000,United States,242100,311000,,,,
963,silambarasantrofficial,Silambarasan TR,10200000,India,169600,216600,Shows,Lifestyle,Entertainment,Lifestyle
964,bowerjamie,ᴊᴀᴍɪᴇ ᴄᴀᴍᴘʙᴇʟʟ ʙᴏᴡᴇʀ,5500000,Italy,302600,403400,Cinema & Actors/actresses,,Entertainment,
965,jordialbaoficial,Jordi Alba,14600000,Spain,103900,150200,Sports with a ball,,Sports,
966,violets.tv,Violet Summers,13800000,Italy,118000,162200,Adult content,,Entertainment,
967,nameisnani,Nani,5300000,India,387200,418000,Humor & Fun & Happiness,Cinema & Actors/actresses,Entertainment,Entertainment
968,tommyinnit,TommyInnit,3500000,France,567800,640400,Shows,Cinema & Actors/actresses,Entertainment,Entertainment
969,porsche,Porsche,26800000,United States,63500,81200,Cars & Motorbikes,,Lifestyle,
970,lynaritaa,Lyna Perez,9000000,United States,186700,246700,Lifestyle,,Lifestyle,
971,tarasutaria,TARA💫,8100000,India,215700,271700,Cinema & Actors/actresses,,Entertainment,
972,thibautcourtois,Thibaut Courtois,11000000,Spain,135200,196300,Sports with a ball,,Sports,
973,rubyrose,Ruby Rose,20100000,United States,82000,108300,Modeling,,Beauty/Fashion,
974,joesthetics,Jo Lindner,7600000,India,190000,289600,Fitness & Gym,,Sports,
975,brfootball,Bleacher Report Football,12600000,United States,105700,170900,Sports with a ball,,Sports,
976,kaka,Kaká,18800000,Brazil,70200,114700,Sports with a ball,,Sports,
977,therealjosephmorgan,Joseph Morgan,8000000,Brazil,219800,275100,Cinema & Actors/actresses,Lifestyle,Entertainment,Lifestyle
978,marioruiz,Mario Ruiz,6200000,Mexico,224100,349700,Lifestyle,,Lifestyle,
979,laurenjauregui,Lauren Jauregui,10800000,United States,135900,200700,,,,
980,tejasswiprakash,Tejasswi Prakash,6300000,India,304400,376700,Fashion,Beauty,Beauty/Fashion,Beauty/Fashion
981,shahinsamadpoor,Shahin Samad poor شاهین صمدپور,4700000,Iran,360500,475900,Literature & Journalism,Cinema & Actors/actresses,Info/Business,Entertainment
982,michelle_lewin,Michelle Lewin,15100000,United States,101600,143400,Fitness & Gym,,Sports,
983,mb459,Mario Balotelli Barwuah 🇮🇹🇬🇭⚽️,10500000,Turkey,140700,206000,Sports with a ball,,Sports,
984,bighit_exhibition,2022 BTS EXHIBITION : Proof,5600000,Indonesia,310300,384600,,,,
985,mario_houses,Mario Casas,7000000,Spain,210100,311000,Modeling,Cinema & Actors/actresses,Beauty/Fashion,Entertainment
986,valeyellow46,Valentino Rossi,14100000,Indonesia,115600,151000,Racing Sports,,Sports,
987,jeremyrenner,Jeremy Renner,17900000,United States,99800,119300,Shows,Cinema & Actors/actresses,Entertainment,Entertainment
988,leeyoum262,이유미,7500000,South Korea,235500,288500,Lifestyle,,Lifestyle,
989,choquei,CHOQUEI,17500000,Brazil,39800,124100,Literature & Journalism,,Info/Business,
990,lalioficial,LALI❤️‍🔥,11000000,Argentina,136000,194600,,,,
991,naisaalifiayuriza,Naisa Alifia Yuriza,9900000,Indonesia,194900,218300,Lifestyle,,Lifestyle,
992,francety,Francia James,11400000,India,144800,190000,Adult content,,Entertainment,
993,aidanrgallagher,Aidan R Gallagher,7700000,Mexico,233200,280600,,,,
994,leosantana,O GIGANTE,17900000,Brazil,63700,119500,,,,
995,dhanashree9,Dhanashree Verma,5200000,India,326900,411300,Shows,,Entertainment,
996,jadethirlwall,jade amelia thirlwall,9400000,United States,174200,228100,,,,
997,ninja,User Not Found,12900000,United States,127800,163900,Computers & Gadgets,Machinery & Technologies,Tech/Gaming,Tech/Gaming
998,myriamfares,Myriam Fares,20600000,Iraq,75800,102400,,,,
999,optimushwang,황민현,4200000,South Korea,426000,508000,Lifestyle,,Lifestyle,
1000,syifahadjureal,Syifa Hadju,15500000,Indonesia,110200,136100,Modeling,,Beauty/Fashion,
951,tontawan,ตู / t u 🌻(•ө•)ෆ⃛,3800000,Thailand,459100,603800,Beauty,Lifestyle,Beauty/Fashion,Lifestyle
952,danielricciardo,Daniel Ricciardo,7300000,United States,238300,309400,Racing Sports,,Sports,
953,ginaindelicada,Gina Indelicada,11300000,Brazil,97300,199400,Humor & Fun & Happiness,,Entertainment,
954,tovinothomas,Tovino⚡️Thomas,7000000,India,179100,321700,Cinema & Actors/actresses,,Entertainment,
955,timatiofficial,13,18500000,Russia,91500,121400,Fitness & Gym,Lifestyle,Sports,Lifestyle
956,jayshetty,Jay Shetty,11600000,United States,152500,192600,Literature & Journalism,Trainers & Coaches,Info/Business,Sports
957,camilacoelho,CAMILA COELHO,9900000,Brazil,107000,228800,Shows,,Entertainment,
958,becaa_barreto,Rebeca 🌙,9900000,Brazil,119800,228600,Lifestyle,,Lifestyle,
959,prideofgypsies,Jason Momoa,17100000,United States,101300,130000,Cinema & Actors/actresses,,Entertainment,
960,raffinagita1717,Raffi Ahmad and Nagita Slavina,64000000,Indonesia,23800,34800,Shows,,Entertainment,
961,artmodel.one,Юлечка💖Digital Art,7200000,India,241600,313500,,,,
962,brycehall,Bryce Hall,7200000,United States,242100,311000,,,,
963,silambarasantrofficial,Silambarasan TR,10200000,India,169600,216600,Shows,Lifestyle,Entertainment,Lifestyle
964,bowerjamie,ᴊᴀᴍɪᴇ ᴄᴀᴍᴘʙᴇʟʟ ʙᴏᴡᴇʀ,5500000,Italy,302600,403400,Cinema & Actors/actresses,,Entertainment,
965,jordialbaoficial,Jordi Alba,14600000,Spain,103900,150200,Sports with a ball,,Sports,
966,violets.tv,Violet Summers,13800000,Italy,118000,162200,Adult content,,Entertainment,
967,nameisnani,Nani,5300000,India,387200,418000,Humor & Fun & Happiness,Cinema & Actors/actresses,Entertainment,Entertainment
968,tommyinnit,TommyInnit,3500000,France,567800,640400,Shows,Cinema & Actors/actresses,Entertainment,Entertainment
969,porsche,Porsche,26800000,United States,63500,81200,Cars & Motorbikes,,Lifestyle,
970,lynaritaa,Lyna Perez,9000000,United States,186700,246700,Lifestyle,,Lifestyle,
971,tarasutaria,TARA💫,8100000,India,215700,271700,Cinema & Actors/actresses,,Entertainment,
972,thibautcourtois,Thibaut Courtois,11000000,Spain,135200,196300,Sports with a ball,,Sports,
973,rubyrose,Ruby Rose,20100000,United States,82000,108300,Modeling,,Beauty/Fashion,
974,joesthetics,Jo Lindner,7600000,India,190000,289600,Fitness & Gym,,Sports,
975,brfootball,Bleacher Report Football,12600000,United States,105700,170900,Sports with a ball,,Sports,
976,kaka,Kaká,18800000,Brazil,70200,114700,Sports with a ball,,Sports,
977,therealjosephmorgan,Joseph Morgan,8000000,Brazil,219800,275100,Cinema & Actors/actresses,Lifestyle,Entertainment,Lifestyle
978,marioruiz,Mario Ruiz,6200000,Mexico,224100,349700,Lifestyle,,Lifestyle,
979,laurenjauregui,Lauren Jauregui,10800000,United States,135900,200700,,,,
980,tejasswiprakash,Tejasswi Prakash,6300000,India,304400,376700,Fashion,Beauty,Beauty/Fashion,Beauty/Fashion
981,shahinsamadpoor,Shahin Samad poor شاهین صمدپور,4700000,Iran,360500,475900,Literature & Journalism,Cinema & Actors/actresses,Info/Business,Entertainment
982,michelle_lewin,Michelle Lewin,15100000,United States,101600,143400,Fitness & Gym,,Sports,
983,mb459,Mario Balotelli Barwuah 🇮🇹🇬🇭⚽️,10500000,Turkey,140700,206000,Sports with a ball,,Sports,
984,bighit_exhibition,2022 BTS EXHIBITION : Proof,5600000,Indonesia,310300,384600,,,,
985,mario_houses,Mario Casas,7000000,Spain,210100,311000,Modeling,Cinema & Actors/actresses,Beauty/Fashion,Entertainment
986,valeyellow46,Valentino Rossi,14100000,Indonesia,115600,151000,Racing Sports,,Sports,
987,jeremyrenner,Jeremy Renner,17900000,United States,99800,119300,Shows,Cinema & Actors/actresses,Entertainment,Entertainment
988,leeyoum262,이유미,7500000,South Korea,235500,288500,Lifestyle,,Lifestyle,
989,choquei,CHOQUEI,17500000,Brazil,39800,124100,Literature & Journalism,,Info/Business,
990,lalioficial,LALI❤️‍🔥,11000000,Argentina,136000,194600,,,,
991,naisaalifiayuriza,Naisa Alifia Yuriza,9900000,Indonesia,194900,218300,Lifestyle,,Lifestyle,
992,francety,Francia James,11400000,India,144800,190000,Adult content,,Entertainment,
993,aidanrgallagher,Aidan R Gallagher,7700000,Mexico,233200,280600,,,,
994,leosantana,O GIGANTE,17900000,Brazil,63700,119500,,,,
995,dhanashree9,Dhanashree Verma,5200000,India,326900,411300,Shows,,Entertainment,
996,jadethirlwall,jade amelia thirlwall,9400000,United States,174200,228100,,,,
997,ninja,User Not Found,12900000,United States,127800,163900,Computers & Gadgets,Machinery & Technologies,Tech/Gaming,Tech/Gaming
998,myriamfares,Myriam Fares,20600000,Iraq,75800,102400,,,,
999,optimushwang,황민현,4200000,South Korea,426000,508000,Lifestyle,,Lifestyle,
1000,syifahadjureal,Syifa Hadju,15500000,Indonesia,110200,136100,Modeling,,Beauty/Fashion,
